Year,Crocodile Reference Number,Date Sighted,Crocodile of Concern,Resolved crocodile of concern,Crocodile confirmed by EHP officer,Zones 1 or 2,Crocodile Management Plan, Local Government Authority,"Crocodile Management Plan Zone Objectives (Zone 1 - Remove; Zone 2 - remove crocodiles 2 m and greater or aggressive crocodile, Zone 2 - CAIRNS; Zone 3 - remove crocodiles of concern)",South of the  Boyne River,Crocodile attack or behaving aggressively,Location or crocodile behaviour is a threat,crocodile prevention barrier and stock ,"crocodile urban management area  (CUMA), Gladstone, Mackay, Rockhampton Local Government Authorities",Describe COC assessment,Outcome,Date crocodile removed,Is there an imminent threat to human safety,date of contact with EHP,"Species,freshwater(Crocodylus johnstoni), estuarine ( Crocodylus porsus)",number of crocodiles,size of largest crocodile (m) (estimate),were tracks left,nest or slide present,location of Crocodile,latitude,longitude,name of river creek beach or waterhole,"type of habitat e.g. vegetated land, open water, mad/mangroves, sand",nearest public area,"public use type e.g. swimming, fishing, boating, camping",intensity of use at time of sighting,additional comments intensity of use,all parts of crocodile exposed,eye part of crocodile exposed,head part of crocodile exposed,tail part of crocodile exposed,head and back part of crocodile exposed,gait high,gait sliding,gait running,gait walking,gait swimming,moving quickly or slowly,direction of travel of crocodile,Is the crocodile 2 m or greater,Is the croc in a well known habitat,Is the crocodile moving through,food source fish frame,food source abbattoir,food source crab pots,food source smelly bins,food source boat ramp,food source dugong,food source turtle,Food Animal carcass
2014,2014310,31/10/2014,no,n/a,no,no,FALSE,Gladstone Regional Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,1/11/2014,Crocodylus porsus,1,3.5,no data,unknown,"South trees inlet, behind Boyne Tannum Golf Course",-23.967994,151.337798,Small creek branching from South Trees inlet,Mangroves/mud flats,South Trees inlet,no data,Moderate,no data,no data,yes,yes,no data,no data,no data,no data,no data,no data,yes,quickly,South,n/a,n/a,n/a,yes,no ,yes,no ,no ,no ,yes,n/a
2014,2014311,9/11/2014,no,n/a,no,no,FALSE,Mackay Regional Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,10/11/2014,unknown,no data,N/A,no data,unknown,Dolphin Heads Point,-21.03238,149.180746,N/A,Open Water,Eimeo Beach,no data,Moderate,The SLSC had completed nippers training shortly before receiving the report.,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,stationary,N/A,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014312,9/11/2014,no,n/a,no,no,FALSE,Cook Shire Council,n/a,no,no,Yes,no,no,"Crocodile is located within a zone 3 management area, no aggressive behavior has been reported. The presence of a crocodile in any habitat can present a safety risk if croc wise behaviors are not followed.",n/a,no data,n/a,10/11/2014,Crocodylus porsus,1,3.0 - 3.5,no data,unknown,"Keatings Lagoon,",-15.505982,145.226761,"Keatings Lagoon, Annan River","Freshwater Lagoon/swamp, Melaleuca Woodland","Walking trail around edge of lagoon, birdwatching hide, picnic area",no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,yes,n/a
2014,2014313,11/11/2014,no,n/a,no,no,FALSE,Mackay Regional Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,11/11/2014,Crocodylus porsus,1,2.5 - 3,no data,unknown,Eimeo Creek entrance,-21.032671,149.17408,Eimeo Creek,"Open Water, entrance to creek","Eimeo Beach, Bucasia Beach",no data,Moderate,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,stationary,N/A,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,no ,n/a
2014,2014314,12/11/2014,no,n/a,no,no,TRUE,Cairns Regional Council,2,no,no,Yes,no,no,"The crocodile was sighted off the Rocky Point boatramp, no aggressive behaviour was reported.",n/a,no data,n/a,12/11/2014,Crocodylus porsus,1,3,no data,no,Rocky Point Boat Ramp,-16.386553,145.419202,Rocky Point,Open water,Rocky Point Boat Ramp,no data,Moderate,no data,yes,no data,no data,no data,no data,no data,no data,no data,no data,yes,slowly,North to South,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014315,12/11/2014,no,n/a,no,no,TRUE,Cairns Regional Council,2,no,no,Yes,no,no,No data,n/a,no data,n/a,12/11/2014,Crocodylus porsus,2,4,no data,no,"Dead Mans Gully, Clifton Beach",-16.761146,145.673749,"Lagoon at Deadmans Gully, Endevour Rd, Clifton Beach",Estuarine lagoon,Clifton Beach,no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014316,13/11/2014,no,n/a,no,no,TRUE,Townsville City Council,1,no,no,no,no,No,"Crocodile is located within Zone 1, Ross River. Located within well known crocodile habitat, species unknown.",n/a,no data,n/a,12/11/2014,unknown,1,1.2,no data,no,"Kimball St, Rossiter Park",-19.307396,146.763229,Ross River,Open water,River access alongside Kimball St,no data,Moderate,Area moderately used for recreational activities,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,slowly,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014317,9/11/2014,no,n/a,yes,no,TRUE,Cairns Regional Council,3,no,no,no,no,no,No data,n/a,no data,n/a,10/11/2014,Crocodylus porsus,1,1.3,no data,no,Off Kewarra Beach,-16.779159,145.689423,Kewarra Beach,Open Water,N/a,no data,low,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,N/a,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014318,16/11/2014,yes,yes,yes,no,TRUE,Cairns Regional Council,2,no,Yes,Yes,no,no,The crocodile is reported to have attempted to attack the caller and her dog.,n/a,no data,n/a,16/11/2014,Crocodylus porsus,2,4,no data,no,"Dead Mans Gully, Clifton Beach",-16.760671,145.673445,Lagoon at Deadmans gully,Estuarine lagoon,Clifton Beach,no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,quickly,out of water,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,no ,n/a
2014,2014319,17/11/2014,no,n/a,no,no,FALSE,Burdekin Shire Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,16/11/2014,Crocodylus porsus,1,4.2,no data,no,"Haughton River Boat Ramp ,Giru",-19.468925,147.097037,Haughton River,Open Water,"Haughton River, Cromarty Creek Boat Ramp",no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,yes,slowly,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014320,30/10/2014,no,n/a,no,no,FALSE,Rockhampton Regional Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,30/10/2014,Crocodylus porsus,1,2.0 - 2.5,no data,unknown,"Capricorn Coast, Yeppoon",-23.189988,150.79724,Was at Bluff Point Lookout looking towards Mulambin Beach,beach,Mulambin Beach,no data,low,"at time of sighting there were not many people in the water,  However this area would have a higher use during weekends and school holidays",yes,yes,yes,yes,yes,no data,no data,no data,no data,yes,quickly,swimming north-east to east,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,yes,n/a
2014,2014321,18/11/2014,no,n/a,no,no,TRUE,Douglas Shire Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,18/11/2014,Crocodylus porsus,1,2,no data,unknown,Cape Tribulation beach,-16.096146,145.465753,no data,open water,Cape Tribulation Foreshore,no data,low,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,yes,slowly,north,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,no ,n/a
2014,2014322,20/11/2014,no,n/a,no,no,FALSE,Rockhampton Regional Council,n/a,no,no,Yes,no,no,within 150m of regularly used boat ramp.,n/a,no data,n/a,20/11/2014,Crocodylus porsus,1,4,no data,unknown,Fitzroy River - Mouth of Gavial Creek. Approx 150m from boat ramp under high voltage power lines.,-23.392615,150.528966,Fitzroy River/Gavial creek,mud/mangroves,Baot Ramp,no data,Moderate,Reported that Children often catch bait at the boat ramp.,no data,no data,no data,no data,no data,no data,no data,no data,no data,yes,slowly,loitering,n/a,n/a,n/a,yes,no ,no ,no ,yes,no ,no ,n/a
2014,2014323,20/11/2014,yes,yes,yes,no,FALSE,Cook Shire Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,21/11/2014,Crocodylus porsus,1,1,no data,unknown,"Endeavour Valley Rd, between Cooktown and Hopevale",-15.425,145.130903,Endeavour River is the closest waterbody,Road.,"Endeavour Valley Rd, between Cooktown and Hopevale",no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,yes,no data,slowly,Unknown,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014324,20/11/2014,yes,yes,yes,no,TRUE,Cairns Regional Council,2,no,no,no,no,no,No data,n/a,no data,n/a,21/11/2014,Crocodylus porsus,3,3.5,no data,unknown,"Kamerunga Bridge, Cairns",-16.873458,145.683211,Barron River,mud/mangroves,Kamerunga Bridge,no data,low,Regularly used in mornings and afternoons by school children and people going to and from work.,yes,yes,yes,yes,yes,yes,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,no ,n/a
2014,2014325,22/11/2014,no,n/a,no,no,FALSE,Whitsunday Regional Council,n/a,no,no,Yes,no,no,Located in popular swimming/snorkeling location,n/a,no data,n/a,22/11/2014,Crocodylus porsus,1,3,no data,unknown,"Blue Pearl Bay 2, Hayman Island",-20.054474,148.876668,Blue Pearl Bay 2,Open Water,Blue Pearl Bay 2,no data,Moderate,Used by Hayman Island Resort and day boats,yes,yes,yes,yes,yes,no data,no data,no data,no data,yes,stationary,Sitting on bottom,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,no ,n/a
2014,2014326,No data,no,n/a,no,no,FALSE,Whitsunday Regional Council,n/a,no,no,no,no,no,No data,n/a,no data,n/a,24/11/2014,unknown,1,N/A,no data,unknown,no data,-20.066521,148.260538,"Open water in the Bay, not far from the mouth of the Adelaide Creek",Open water,Boat ramp in the Adelaide Creek,no data,low,Marie state that this area and boat ramp are becoming more popular with more and more development occurring in this area.,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014327,18/11/2014,yes,yes,yes,no,FALSE,Torres Shire Council,n/a,no,no,Yes,no,no,The nature of the crocodile’s behaviour makes it a threat or potential threat to human safety or wellbeing.,n/a,no data,n/a,18/11/2014,Crocodylus porsus,1,3.5 - 4.0,no data,unknown,"Quarantine Boat Ramp, Cook Esplanade, Thursday Island.",-10.577259,142.207608,Coral Sea,Open water,Quarantine Boat Ramp & Cooks Landing Boat Ramp.,no data,Moderate,Sighted near Quarantine Boat Ramp.,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014328,24/11/2014,no,n/a,no,no,FALSE,Torres Shire Council,n/a,no,no,Yes,no,no,The nature of the crocodile’s location makes it a threat or potential threat to human safety or wellbeing.,n/a,no data,n/a,24/11/2014,Crocodylus porsus,1,4,no data,unknown,Horne Island and Torres Strait Shire Council water supply.,-10.58389,142.21917,N/A,Developed facility.,Horne Island and Torres Strait Shire Council Water Supply.,no data,High,The area is a work hub for council staff. The water supply facility is a closed system and it is assumed that the crocodile was intentionally placed in this area a few years ago. This crocodile was also sighted on 15th and 16th of September 2013.,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014329,24/11/2014,yes,yes,yes,no,TRUE,Cairns Regional Council,2,no,no,no,no,No,"The Lake is not connected to but is very close to the Barron River, which is well known crocodile habitat.  It is thought the crocodile has crossed vegetated land to access the lake.  The crocodile is thought to be 2-2.5m.
The Lake can only be accessed via the Quarry Road.",n/a,no data,n/a,24/11/2014,Crocodylus porsus,1,2.5,no data,unknown,"Narelle Lake, Barron - Northern Sands Quarry",-16.8603,145.72285,Narelle Lake,Lake / Mud / Vegetation,Northern Sands Quarry,no data,low,Workers are installing a new pipeline and need to lean over and work from boats.  Some construction is being undertaken on the banks of the Lake.,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014330,23/11/2014,no,n/a,no,no,FALSE,Gladstone Regional Council,n/a,no,no,no,no,no,No although croc is on the Boyne River. Size is approximately 3-4m.,n/a,no data,n/a,24/11/2014,Crocodylus porsus,1,3.0 - 4.0,no data,unknown,"Boyne River, between Boyne Island caravan park and South Trees Inlet",-23.9669,151.34828,Boyne River,"estuarine, main river channel with high side banks with narrow strip of mangroves","golf course, caravan park",no data,low,No water-based activity at time of sighting. There is regular daily traffic in area.,no data,no data,yes,yes,no data,no data,no data,no data,no data,yes,stationary,no data,n/a,n/a,n/a,no ,no ,yes,no ,no ,no ,no ,n/a
2014,2014331,24/11/2014,no,n/a,no,no,TRUE,Townsville City Council,3,no,no,no,no,No,"As above.
Hank reported that the only access by road would be through Council land.  By boat you can only access the area at high tide.",n/a,no data,n/a,25/11/2014,Crocodylus porsus,1,5,no data,unknown,"Gordon Creek, Townsville",-19.294687,146.82703,"Gordon Creek, off the Ross River, Townsville",Mangroves,Ross River Boat Ramp,no data,low,Regular use for crabbing and fishing.,no data,no data,no data,no data,yes,no data,no data,no data,no data,yes,slowly,no data,n/a,n/a,n/a,yes,no ,yes,no ,no ,no ,no ,n/a
2014,2014332,22/11/2014,no,n/a,no,no,FALSE,Whitsunday Regional Council,n/a,no,no,Yes,no,no,Saltworks manager is concerned about liability issues related to trespassers utilising the area for fishing.,n/a,no data,n/a,25/11/2014,Crocodylus porsus,1,2,no data,unknown,"Saltworks in Bowen, Don St",-20.033581,148.2268,no data,Mangroves and commercial premises.,Bowen township,no data,low,The pool itself is the feeder pool for the saltworks and people fish off of rock walls near the pumping station at the southern end. It is about 35m from a mangrove gully to the pool. The pool is literally teeming with aquatic life.,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,yes,no ,yes,no ,no ,no ,no ,n/a
2014,2014333,23/11/2014,no,n/a,no,no,FALSE,Rockhampton Regional Council,n/a,no,no,Yes,no,no,"Potential as area is relatively high use swimming, surfing, kayaking, fishing and boating area - but not at the time, except for swimmers 200-300m down Lammermoor beach. There a general community complacency towards crocodiles. However, crocodile does not appear interested in human activity.",n/a,no data,n/a,25/11/2014,Crocodylus porsus,1,2.5,no data,no,Wreck Pt Yeppoon,-23.144,150.765,Wreck Pt,rocky headland,Lammermoor Beach,no data,low,"swimmers 500m away at time of sighting, but area has regular day use by fishers, swimmers, walkers, kayakers, etc",no data,no data,no data,no data,yes,no data,no data,no data,no data,yes,slowly,no data,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,yes,n/a
2014,2014334,25/11/2014,yes,yes,yes,no,TRUE,Cairns Regional Council,2,no,no,no,no,No,"The crocodile was reported as ""small"" - maybe 2m in length.  This area is well known estuarine crocodile habitat.",n/a,no data,n/a,25/11/2014,Crocodylus porsus,1,2,no data,unknown,"Cazalys AFL Club, Cairns",-16.937,145.748,Moody's Creek,Creek / Drain / Mangrove,"Cazalys AFL Club, Mulgrave Rd",no data,low,Crocodile was located on the side of the creek / drain underneath the bridge near the property,no data,no data,no data,no data,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014335,No data,no,n/a,yes,no,FALSE,Mackay Regional Council,n/a,no,no,Yes,no,no,"Although the effluent pond is not natural crocodile habitat, there is not mitigating barriers to stop crocodiles entering this area, and it would not be unexpected for another animal to appear in the effluent pond.
The size of the animal reported in this area increase the potential risk to human safety and wellbeing for any person accessing this area for work purposes.",n/a,no data,n/a,24/11/2014,Crocodylus porsus,1,4,no data,unknown,Bakers Creek treated Effluent pond. The facility is managed by the Mackay Regional Council,-21.208501,149.114774,Bakers Creek Effluent Pond,"The pond is 530megalitre, of Class A treated effluent.",This pond is on Council land with no un-authorised access signs. This location is boardered by a single cane farm on three sides and Bakers Creek on the forth side.,no data,no data,"The person advised that employees working for the Treatment plant will on occasions need to access this  pond to take water samples and read the water level gauge. The person advised that current safe work practices for this include only accessing this location in groups of two or more, no exiting the vehicle if sampling water.",yes,yes,yes,yes,yes,yes,no data,no data,no data,yes,stationary,This animal is currently residing in a contained pond.,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014336,26/11/2014,no,n/a,yes,no,TRUE,Hinchinbrook Shire Council,3,no,no,no,no,no,No data,n/a,no data,n/a,26/11/2014,Crocodylus porsus,1,3,no data,unknown,"Gairloch Bridge, Gairloch.",-18.616781,146.182978,Herbert River,Mud/mangroves,The Herbert River,no data,low,The deceased crocodile was sighted upstream of the Gairloch Bridge on the left hand bank.,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014337,27/11/2014,no,n/a,yes,no,FALSE,Torres Shire Council,n/a,no,no,Yes,no,no,The size of the animal and it's location make it a potential threat to human safety.,n/a,no data,n/a,28/11/2014,Crocodylus porsus,1,3.5 - 4.0,Yes,yes,Horn Island,-10.603383,142.295796,Horn Island Water Supply Dam,As above,Horn Island Water Supply Dam,no data,Moderate,Staff have had to enter the dam recently to undertake works.  The crocodile has been known in the area for some time.  The dam is currently a closed system.  The nearest waterway is the coast which is approximately 3kms away.,no data,no data,no data,no data,yes,no data,no data,no data,no data,yes,slowly,Unknown,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014338,27/11/2014,no,n/a,no,no,TRUE,Townsville City Council,2,no,no,Yes,no,no,Crocodile is in a residential lake and poses a risk to human safety.,n/a,no data,n/a,28/11/2014,Crocodylus porsus,1,Unknown,no data,unknown,"West End, Townsville",-19.269,146.788,"Keyatta Lake, Ingham Rd, Townsville",Residential Lake,Residential Area that surrounds Keyatta Lake,no data,Moderate,Residences back on to the area.,no data,no data,yes,no data,no data,no data,no data,no data,no data,yes,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014339,30/11/2014,no,n/a,yes,no,TRUE,Townsville City Council,3,no,no,no,no,no,No data,n/a,no data,n/a,30/11/2014,Crocodylus porsus,1,1.44,no data,unknown,Bohle River,-19.248001,146.71433,Bohle River,Sand/mangroves,Behind North Shore (Townsville),no data,no data,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014340,No data,yes,yes,yes,no,FALSE,Torres Strait Island Regional Council,n/a,no data,no data,no data,no data,no data,No data,n/a,no data,n/a,20/11/2014,No data,0,no data,no data,no data,"Thursday 20 November 2014, EHP staff in consultation with the traditional owners of Moa Island targeted two crocodiles that were showing signs of imminent threat to the community.
•	The first crocodile located in the effluent pond was euthanised and the carcass was buried. It was 2.8m long.",-10.174349,142.335043,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,n/a,n/a,n/a,no data,no data,no data,no data,no data,no data,no data,n/a
2014,2014341,3/12/2014,no,n/a,no,no,TRUE,Townsville City Council,3,no,no,no,no,no,No data,n/a,no data,n/a,3/12/2014,Crocodylus porsus,1,3.5,no data,unknown,Gordon Creek,-19.290863,146.824778,"Gordon Creek, Ross River",Mud/mangroves,Doorey Street Boat Ramp and Pontoon,no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,yes,stationary,Moving upstream,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014342,1/12/2014,no,n/a,yes,no,TRUE,Cairns Regional Council,3,no,no,no,no,no,NA,n/a,no data,n/a,1/12/2014,Crocodylus porsus,1,2.3,no data,no,"Mulgrave River, Dalton Road, Aloomba",-17.119665,145.864523,Mulgrave River,"freshwater stretch of river, riparian veg, sandy bottom",small bridge on Dalton Road 200m downstream from location of deceased crocodile,no data,low,Three youths were observed spear fishing at the bridge at the time of the site inspection by wildlife rangers.,yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,none,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,yes,n/a
2014,2014343,No data,no,n/a,no,no,TRUE,Hinchinbrook Shire Council,3,no,no,no,no,no,No data,n/a,no data,n/a,4/12/2014,Crocodylus porsus,1,4.5,no data,unknown,Hinchinbrook Channel,-18.480919,146.213441,Sunday Creek,Mud/mangroves,Lucinda Boat Ramp,no data,Moderate,no data,yes,yes,yes,yes,yes,no data,no data,no data,no data,yes,stationary,no data,n/a,n/a,n/a,yes,no ,yes,no ,no ,no ,no ,n/a
2014,2014344,5/12/2014,yes,yes,yes,no,TRUE,Cassowary Coast Regional Council,2,no,no,no,no,no,No data,n/a,no data,n/a,5/12/2014,Crocodylus porsus,1,1.5,no data,unknown,In council swimming enclosure out the front of Castaways Resort and Spa.,-17.871704,146.107881,Coral Sea,Open water,Swimming enclosure and foreshore,no data,Moderate,no data,no data,yes,yes,yes,yes,no data,no data,no data,no data,yes,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014345,8/12/2014,no,n/a,no,no,TRUE,Cassowary Coast Regional Council,3,no,no,Yes,no,no,Any animal of this size could potentially be a threat to people fishing or rowing in the area.,n/a,no data,n/a,8/12/2014,Crocodylus porsus,no data,3,no data,unknown,North Johnstone River,-17.51825,146.031048,North Johnstone River,Mangrove lined bank,Rowing club pontoon. Several fishing areas.,no data,Moderate,Some people fish from a few different locations along this stretch of river.,yes,yes,yes,yes,yes,no data,no data,no data,no data,yes,slowly,Upstream,n/a,n/a,n/a,no ,no ,yes,no ,no ,no ,no ,n/a
2014,2014346,9/12/2014,no,n/a,no,no,FALSE,Livingstone Shire Council,n/a,no,no,unknown,no,no,Wildlife Rangers  have  been dispatched to  identify and  size  the animal and monitor its progress,n/a,no data,n/a,9/12/2014,Crocodylus porsus,1,3,no data,no data,Kemp Beach,-23.176166,1507997500,"Kemp Beach, Yeppoon",Open Ocean,"Kemp Beach, Rossly Bay Marina",no data,moderate,no data,yes,no data,no data,no data,no data,no data,no data,no data,no data,yes,slowly,North,n/a,n/a,n/a,yes,no data,no data,no data,no data,no data,no data,n/a
2014,2014347,9/12/2014,yes,yes,yes,no,TRUE,Cairns Regional Council,2,no,no,Yes,no,No,"The Lake is not connected to but is very close to the Barron River, which is well known crocodile habitat.  It is thought the crocodile has crossed vegetated land to access the lake.  The crocodile is thought to be 2-2.5m.
The Lake can only be accessed via the Quarry Road. Carol has indicated that workers are placing arms in the water up to the elbows to work on pipes.",n/a,no data,n/a,9/12/2014,Crocodylus porsus,2,2,no data,unknown,"Narelle Lake, Barron - Northern Sands Quarry",-16.8603,145.72285,Narelle Lake,lake,Northern Sands Quarry,no data,low,"Workers are installing a new pipeline and need to lean over and work from boats, Carol has indicated that workers are currently required to place their arms into the water up to the elbows to undertake work to pipes. Some construction is being undertaken on the banks of the Lake.",yes,yes,yes,yes,yes,no data,no data,no data,no data,no data,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014348,9/12/2014,no,n/a,yes,no,TRUE,Cairns Regional Council,2,no,no,Yes,no,No,"All crocodiles pose a potential threat to human safety and wellbeing regardless of their size and location. 
The animal was not exhibiting any behaviour which could be interpreted as aggressive.",n/a,no data,n/a,16/06/2014,Crocodylus porsus,1,2.5,no data,no,Trinity Inlet,-16.780213,145.698585,Trinity Beach,"Sand, Open water",Trinity Beach,no data,Moderate,I received information from Ted Pearce stating that Lorry from Trinity Beach SLSC had seen a 2.5 m crocodile,no data,yes,yes,yes,yes,no data,no data,no data,no data,yes,slowly,North,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014349,10/12/2014,yes,yes,yes,no,TRUE,Cairns Regional Council,2,no,no,no,no,No,Estuarine crocodiles have been sighted in this area previously.  The most recent being 21 November 2014 when a 2.5m crocodile was seen eating a large fish frame.,n/a,no data,n/a,11/12/2014,Crocodylus porsus,1,2.5,no data,unknown,Kamerunga,-16.8734,145.6836,"Old Kamerunga Bridge, Kamerunga",River,Old Kamerunga Bridge,no data,Moderate,"Crocodile was floating around 4m off the downstream side of the bridge.  Eyeshine could be seen.  Once a torch was shone on it, it turned and swam slowly downstream.",no data,no data,yes,no data,no data,no data,no data,no data,no data,yes,slowly,Away from bridge,n/a,n/a,n/a,yes,no ,no ,no ,no ,no ,no ,n/a
2014,2014350,10/12/2014,n/a,n/a,n/a,no,TRUE,Townsville City Council,2,no,no,no,no,No,The area where the sighting occurred is a zone two (2) area in December. The area is well knownCrocodylus johnstonicrocodile habitat.,n/a,no data,n/a,10/12/2014,Crocodylus johnstoni,1,1,no data,no,"In Ross river upstream of Aplins Weir near 46 Riverpark Drive, Annandale Q. 4810.",-19.308226,146.777679,Ross River,TropicalCrocodylus johnstoniriver lined with suburban development and park lands,walkway along rivers edge,no data,Moderate,I am unfamiliar with this areas public use,yes,yes,yes,yes,yes,yes,no data,no data,no data,no data,stationary,N/A,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014351,11/12/2014,no,n/a,no,no,TRUE,Townsville City Council,2,no,no,Yes,no,No,The area where the sighting occurred is a zone two (2) area adjacent to a high public use area. The unconfirmed sighting referred to an animal of approximately 3-4m in length. The Coral sea is well known crocodile habitat and it is entirely possible that the animal was just moving through.,n/a,no data,n/a,11/12/2014,Crocodylus porsus,1,42097,no data,no,Swimming in the coral sea approximately 50m off the southern end of the strand in Townsville east of  C-bar cafe and Long boards.,-19.248147,146.816917,"Coral sea, 50m offshore from Townsvilles' Strand",Coral Sea,Townsvilles' Strand,no data,High,Whilst the strand is a high use area. At this time of the year swimming is generally limited to stinger enclosures according to life saver Russel Blanchard because of the presence of stingers.,no data,yes,yes,yes,yes,no data,no data,no data,no data,yes,slowly,South,n/a,n/a,n/a,no ,no ,no ,no ,no ,yes,yes,n/a
2014,2014352,13/12/2014,no,n/a,no,no,TRUE,Townsville City Council,2,no,no,Yes,no,No,The area where the sighting occurred is a zone 3(?) area (to the best of my knowledge after reading the Townsville Crocodile Management Plan) adjacent to a public use area. The unconfirmed sighting referred to an animal of approximately 2m in length.,n/a,no data,n/a,13/12/2014,Crocodylus porsus,1,2,no data,no,Lake Keytta between Ingham road and Woolcock streets in Townsville,-19.268765,146.788207,"Lake Keytta, Townsville",Lake in suburbs of Townsville,Townsville suburbs,no data,Moderate,I am unfamiliar with the level of public use in this location.,no data,no data,yes,yes,yes,no data,no data,no data,no data,yes,stationary,no data,n/a,n/a,n/a,no ,no ,no ,no ,no ,no ,no ,n/a
2014,2014353,14/12/2014,no,n/a,no,no,FALSE,Rockhampton Regional Council,n/a,no,no,yes,no,no,"This is the first sighting here for a number of years, after the sighting was reported to teachers they continued to row.",n/a,no data,n/a,14/12/2014,Crocodylus porsus,1,>2.0,no data,no data,Cocoanut Point,-23.287094,150.810019,Unnamed creek Cocoanut Point National Park,Tidal creek,Emu Park beaches,no data,moderate,"This area is accessed  via  the  Zilzie Bay  Golf  Course, and is  used  by  fisherman  on a regular basis.",no data,no data,yes,no data,no data,no data,no data,no data,no data,yes,slowly,stationary,n/a,n/a,n/a,yes,no data,no data,no data,no data,no data,no data,n/a
